market,symbol,name,date,open,high,low,close,volume,source,updated_at
A股,DEMO001,样例科技股,2025-05-12,115.52,116.1,114.21,114.31,1311788,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-05-13,114.1,119.09,113.54,118.49,1717121,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-05-14,118.5,119.28,118.29,119.23,1749576,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-05-15,119.41,120.95,119.26,120.55,893204,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-05-16,119.86,119.98,117.89,117.9,1526063,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-05-19,118.12,119.16,117.88,118.48,1861997,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-05-20,118.85,119.07,116.48,116.77,1696264,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-05-21,117.37,118.13,117.12,117.86,1596087,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-05-22,117.24,117.29,116.17,116.93,1679915,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-05-23,117.26,120.4,117.19,119.18,935497,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-05-26,120.74,120.84,116.14,116.72,1004567,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-05-27,116.25,116.97,116.0,116.85,1490804,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-05-28,116.9,117.25,115.7,116.0,1135898,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-05-29,115.61,115.62,115.38,115.6,1989152,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-05-30,115.7,115.96,112.96,113.17,1363048,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-02,114.25,115.33,113.62,115.31,1883720,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-03,114.86,115.24,114.15,114.19,833305,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-04,114.6,115.09,107.98,108.27,1993034,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-05,107.76,108.32,106.19,106.58,1593892,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-06,106.41,109.26,106.19,109.26,1139061,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-09,109.35,109.41,108.18,108.63,1120805,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-10,109.45,111.71,109.17,111.62,1023716,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-11,111.52,112.16,108.01,108.2,1828926,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-12,108.06,108.85,107.35,108.62,1309058,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-13,109.46,111.49,108.37,111.46,1245251,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-16,110.72,110.92,110.61,110.62,1517349,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-17,110.4,113.46,109.94,113.07,1747420,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-18,112.84,113.32,108.57,108.81,1886284,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-19,107.34,111.28,107.14,111.06,1216875,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-20,111.06,114.51,110.85,114.42,922892,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-23,115.42,117.0,114.87,116.62,1876325,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-24,116.84,118.58,116.68,118.2,1378401,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-25,118.11,122.73,117.76,121.9,1199864,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-26,121.62,121.91,116.63,117.55,1081525,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-27,118.15,120.41,117.67,119.79,876973,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-06-30,119.67,121.02,119.13,120.47,1452931,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-01,118.73,119.01,118.02,118.2,1052610,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-02,118.68,119.0,117.61,118.35,1996911,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-03,119.01,120.64,118.5,120.35,995469,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-04,119.72,120.95,118.71,120.89,1159561,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-07,121.21,121.27,119.05,119.26,1892338,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-08,119.6,124.48,118.87,123.96,1838497,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-09,123.97,125.73,122.82,125.21,1432884,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-10,125.91,130.06,125.28,129.77,886146,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-11,129.65,130.31,127.32,127.74,1973696,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-14,128.34,128.36,127.5,127.71,1056933,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-15,127.26,128.0,125.65,125.96,1709888,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-16,126.35,126.63,124.28,124.75,1357183,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-17,124.15,124.49,122.3,123.09,1642317,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-18,122.68,124.63,121.78,124.35,1974611,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-21,123.91,127.6,123.28,127.1,1171121,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-22,127.68,128.31,127.14,128.18,1488791,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-23,128.31,131.48,128.11,131.45,1215200,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-24,131.14,131.62,129.49,130.47,1254373,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-25,131.04,131.79,129.25,129.79,1581914,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-28,128.45,130.29,128.36,129.61,1678590,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-29,129.93,129.99,125.72,125.73,1000692,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-30,124.72,126.52,124.14,126.34,1583887,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-07-31,125.04,127.8,124.81,127.76,968633,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-01,127.96,130.04,127.66,129.25,1240090,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-04,129.05,130.46,128.77,130.21,1335790,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-05,129.63,132.88,129.24,131.95,1592872,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-06,132.44,135.27,131.81,135.06,1656122,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-07,136.26,136.41,129.24,129.64,1354179,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-08,129.6,130.19,129.36,130.07,802828,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-11,130.14,130.84,126.77,126.89,1160987,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-12,127.86,128.45,127.53,127.93,1159664,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-13,127.91,128.96,127.48,128.47,1208518,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-14,127.55,128.36,124.03,125.02,1550789,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-15,123.79,123.98,121.4,121.52,1956211,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-18,123.61,123.96,117.59,117.67,1020946,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-19,117.15,117.7,116.33,117.55,1516088,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-20,116.94,117.12,115.16,115.66,1796685,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-21,115.58,120.07,115.38,119.5,1599587,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-22,120.07,123.53,119.99,123.47,1230190,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-25,123.8,124.71,123.06,124.5,1108893,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-26,124.23,124.98,123.92,124.95,1887232,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-27,125.15,128.52,125.14,128.06,1963382,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-28,126.57,128.31,126.41,127.66,943487,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-08-29,128.61,131.87,128.55,131.72,1654866,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-09-01,133.48,133.79,127.54,128.21,1483639,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-09-02,128.6,129.76,128.26,129.55,1213031,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-09-03,130.1,130.23,126.67,126.69,1700515,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-09-04,127.21,128.73,127.15,128.65,1721983,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-09-05,128.64,129.05,126.23,127.06,1489467,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-09-08,127.13,131.26,127.04,131.05,1595040,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-09-09,130.39,130.91,129.44,129.53,1126149,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-09-10,130.17,130.29,127.37,127.65,1217917,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-09-11,127.27,128.09,126.97,127.99,1362022,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-09-12,127.89,129.55,127.09,129.3,816194,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-09-15,129.42,132.53,129.04,132.37,1938673,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-09-16,132.78,132.93,132.49,132.61,1396417,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-09-17,132.95,133.4,131.36,132.08,1254864,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-09-18,131.31,132.15,131.07,131.68,1445904,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-09-19,131.63,136.38,131.01,136.36,1948950,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
A股,DEMO001,样例科技股,2025-09-22,134.99,137.28,134.54,136.85,892631,内置样例数据（确定性生成器 generate_sample_data.py）,2026-07-29
